stakeholder,industry,materialType,certificationStatus,supplyReliability,technicalQualificationStatus,deliveryTimeline,annualSteelVolumeTonnes,conventionalSteelPricePerTonne,greenPremiumPerTonne,totalPremium,premiumPerProduct,premiumPercentage,baselineCo2Intensity,greenSteelCo2Intensity,co2Saved,proofScore,carbonPrice,indicativeCarbonValue,costSensitivity,proofSensitivity,claimRiskSensitivity,strategicFocus,supplySensitivity,technicalSensitivity,urgencySensitivity,price_objection,proof_certification_objection,greenwashing_objection,supply_reliability_objection,internal_approval_objection,technical_quality_objection,low_urgency_objection
Compliance,Machinery,Forged Components,Pending,Low,Not qualified,Within 12 months,15548.0,946.0,103.0,1601444.0,1.0550322482887655,0.10887949260042283,1.618038131005124,0.6072635800493845,15715.522718259836,0.6666666666666666,85.0,1335819.431052086,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,1,0,0,1,0
Procurement,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 12 months,12345.0,744.0,182.0,2246790.0,2.364743400833579,0.2446236559139785,2.178785888823808,0.393057329006151,22044.819070948975,0.16666666666666666,85.0,1873809.621030663,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,1,0
Sustainability,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 12 months,12345.0,744.0,182.0,2246790.0,2.364743400833579,0.2446236559139785,2.178785888823808,0.393057329006151,22044.819070948975,0.16666666666666666,85.0,1873809.621030663,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,1,0,1
Management,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 12 months,12345.0,744.0,182.0,2246790.0,2.364743400833579,0.2446236559139785,2.178785888823808,0.393057329006151,22044.819070948975,0.16666666666666666,85.0,1873809.621030663,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,1,0,1,0
Compliance,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 12 months,12345.0,744.0,182.0,2246790.0,2.364743400833579,0.2446236559139785,2.178785888823808,0.393057329006151,22044.819070948975,0.16666666666666666,85.0,1873809.621030663,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,0,1
Procurement,Machinery,Engineering Steel,Certified,High,In qualification,Within 3 months,38573.0,752.0,146.0,5631658.0,3.6632696537050253,0.19414893617021275,2.2381806661718295,0.33732636611205685,73321.65291620561,0.25,85.0,6232340.497877477,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,0,0
Sustainability,Machinery,Engineering Steel,Certified,High,In qualification,Within 3 months,38573.0,752.0,146.0,5631658.0,3.6632696537050253,0.19414893617021275,2.2381806661718295,0.33732636611205685,73321.65291620561,0.25,85.0,6232340.497877477,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,0,1
Management,Machinery,Engineering Steel,Certified,High,In qualification,Within 3 months,38573.0,752.0,146.0,5631658.0,3.6632696537050253,0.19414893617021275,2.2381806661718295,0.33732636611205685,73321.65291620561,0.25,85.0,6232340.497877477,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,1,1
Compliance,Machinery,Engineering Steel,Certified,High,In qualification,Within 3 months,38573.0,752.0,146.0,5631658.0,3.6632696537050253,0.19414893617021275,2.2381806661718295,0.33732636611205685,73321.65291620561,0.25,85.0,6232340.497877477,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,0,0,0,1,0
Procurement,Automotive,Engineering Steel,Not started,Medium,Not qualified,Immediate,7001.0,750.0,139.0,973139.0,0.655602512357319,0.18533333333333332,1.8111284867795903,0.4622051510342904,9443.812273552845,0.0,85.0,802724.0432519919,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,1,0,0,0,0
Sustainability,Automotive,Engineering Steel,Not started,Medium,Not qualified,Immediate,7001.0,750.0,139.0,973139.0,0.655602512357319,0.18533333333333332,1.8111284867795903,0.4622051510342904,9443.812273552845,0.0,85.0,802724.0432519919,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,0,1,0
Management,Automotive,Engineering Steel,Not started,Medium,Not qualified,Immediate,7001.0,750.0,139.0,973139.0,0.655602512357319,0.18533333333333332,1.8111284867795903,0.4622051510342904,9443.812273552845,0.0,85.0,802724.0432519919,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,1,0
Compliance,Automotive,Engineering Steel,Not started,Medium,Not qualified,Immediate,7001.0,750.0,139.0,973139.0,0.655602512357319,0.18533333333333332,1.8111284867795903,0.4622051510342904,9443.812273552845,0.0,85.0,802724.0432519919,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,0,0,1,0
Procurement,Infrastructure,Spring Steel,Certified,Low,Qualified,Beyond 12 months,16177.0,838.0,81.0,1310337.0,1.1011734986293495,0.09665871121718377,2.20374170278367,0.577738087944653,26303.860477250775,0.0,85.0,2235828.140566316,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,1,0,1,1
Sustainability,Infrastructure,Spring Steel,Certified,Low,Qualified,Beyond 12 months,16177.0,838.0,81.0,1310337.0,1.1011734986293495,0.09665871121718377,2.20374170278367,0.577738087944653,26303.860477250775,0.0,85.0,2235828.140566316,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,1
Management,Infrastructure,Spring Steel,Certified,Low,Qualified,Beyond 12 months,16177.0,838.0,81.0,1310337.0,1.1011734986293495,0.09665871121718377,2.20374170278367,0.577738087944653,26303.860477250775,0.0,85.0,2235828.140566316,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,1,0,0,0
Compliance,Infrastructure,Spring Steel,Certified,Low,Qualified,Beyond 12 months,16177.0,838.0,81.0,1310337.0,1.1011734986293495,0.09665871121718377,2.20374170278367,0.577738087944653,26303.860477250775,0.0,85.0,2235828.140566316,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,1,0
Procurement,Renewable Energy,Spring Steel,Not started,Low,In qualification,Within 6 months,33846.0,724.0,86.0,2910756.0,1.667495041779666,0.11878453038674033,1.620663129353973,0.7517988652585258,29407.579882574508,0.2,85.0,2499644.2900188332,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,1,0,0
Sustainability,Renewable Energy,Spring Steel,Not started,Low,In qualification,Within 6 months,33846.0,724.0,86.0,2910756.0,1.667495041779666,0.11878453038674033,1.620663129353973,0.7517988652585258,29407.579882574508,0.2,85.0,2499644.2900188332,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,1,1,0
Management,Renewable Energy,Spring Steel,Not started,Low,In qualification,Within 6 months,33846.0,724.0,86.0,2910756.0,1.667495041779666,0.11878453038674033,1.620663129353973,0.7517988652585258,29407.579882574508,0.2,85.0,2499644.2900188332,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,1,1,0
Compliance,Renewable Energy,Spring Steel,Not started,Low,In qualification,Within 6 months,33846.0,724.0,86.0,2910756.0,1.667495041779666,0.11878453038674033,1.620663129353973,0.7517988652585258,29407.579882574508,0.2,85.0,2499644.2900188332,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,0,0
Procurement,Automotive,Spring Steel,Pending,Low,Qualified,Within 6 months,7224.0,813.0,63.0,455112.0,0.41494075557160204,0.07749077490774908,1.724640764502106,0.5390241083189365,8564.894724267217,0.8333333333333334,85.0,728016.0515627135,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,1,1,0,0
Sustainability,Automotive,Spring Steel,Pending,Low,Qualified,Within 6 months,7224.0,813.0,63.0,455112.0,0.41494075557160204,0.07749077490774908,1.724640764502106,0.5390241083189365,8564.894724267217,0.8333333333333334,85.0,728016.0515627135,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,1,0,1,0,0
Management,Automotive,Spring Steel,Pending,Low,Qualified,Within 6 months,7224.0,813.0,63.0,455112.0,0.41494075557160204,0.07749077490774908,1.724640764502106,0.5390241083189365,8564.894724267217,0.8333333333333334,85.0,728016.0515627135,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,1,0,1,1
Compliance,Automotive,Spring Steel,Pending,Low,Qualified,Within 6 months,7224.0,813.0,63.0,455112.0,0.41494075557160204,0.07749077490774908,1.724640764502106,0.5390241083189365,8564.894724267217,0.8333333333333334,85.0,728016.0515627135,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,1
Procurement,Infrastructure,Forged Components,Pending,High,Qualified,Beyond 12 months,1745.0,625.0,160.0,279200.0,0.2008140448997764,0.256,1.70347451596646,0.3834971963211953,2303.360422780987,0.25,85.0,195785.6359363839,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,0,1
Sustainability,Infrastructure,Forged Components,Pending,High,Qualified,Beyond 12 months,1745.0,625.0,160.0,279200.0,0.2008140448997764,0.256,1.70347451596646,0.3834971963211953,2303.360422780987,0.25,85.0,195785.6359363839,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,0,0,1
Management,Infrastructure,Forged Components,Pending,High,Qualified,Beyond 12 months,1745.0,625.0,160.0,279200.0,0.2008140448997764,0.256,1.70347451596646,0.3834971963211953,2303.360422780987,0.25,85.0,195785.6359363839,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,0
Compliance,Infrastructure,Forged Components,Pending,High,Qualified,Beyond 12 months,1745.0,625.0,160.0,279200.0,0.2008140448997764,0.256,1.70347451596646,0.3834971963211953,2303.360422780987,0.25,85.0,195785.6359363839,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,0,0,1,1
Procurement,Renewable Energy,Spring Steel,Pending,High,Not qualified,Immediate,39316.0,916.0,247.0,9711052.0,3.4715134373411445,0.26965065502183405,1.838965046446461,0.6313645123236187,47478.02259957367,0.25,85.0,4035631.920963762,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,0,1,0,0
Sustainability,Renewable Energy,Spring Steel,Pending,High,Not qualified,Immediate,39316.0,916.0,247.0,9711052.0,3.4715134373411445,0.26965065502183405,1.838965046446461,0.6313645123236187,47478.02259957367,0.25,85.0,4035631.920963762,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,1,0,0
Management,Renewable Energy,Spring Steel,Pending,High,Not qualified,Immediate,39316.0,916.0,247.0,9711052.0,3.4715134373411445,0.26965065502183405,1.838965046446461,0.6313645123236187,47478.02259957367,0.25,85.0,4035631.920963762,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,0,0,0,0
Compliance,Renewable Energy,Spring Steel,Pending,High,Not qualified,Immediate,39316.0,916.0,247.0,9711052.0,3.4715134373411445,0.26965065502183405,1.838965046446461,0.6313645123236187,47478.02259957367,0.25,85.0,4035631.920963762,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,0,1,0,0
Procurement,Automotive,Spring Steel,Certified,Medium,In qualification,Beyond 12 months,17573.0,829.0,222.0,3901206.0,10.96904312031851,0.2677925211097708,2.3338120722919453,0.5741946232316766,30921.757432336104,1.0,85.0,2628349.3817485687,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,0,0
Sustainability,Automotive,Spring Steel,Certified,Medium,In qualification,Beyond 12 months,17573.0,829.0,222.0,3901206.0,10.96904312031851,0.2677925211097708,2.3338120722919453,0.5741946232316766,30921.757432336104,1.0,85.0,2628349.3817485687,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,1,0,0
Management,Automotive,Spring Steel,Certified,Medium,In qualification,Beyond 12 months,17573.0,829.0,222.0,3901206.0,10.96904312031851,0.2677925211097708,2.3338120722919453,0.5741946232316766,30921.757432336104,1.0,85.0,2628349.3817485687,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,0,0,0,0
Compliance,Automotive,Spring Steel,Certified,Medium,In qualification,Beyond 12 months,17573.0,829.0,222.0,3901206.0,10.96904312031851,0.2677925211097708,2.3338120722919453,0.5741946232316766,30921.757432336104,1.0,85.0,2628349.3817485687,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,1,0,0
Procurement,Construction,Forged Components,Certified,Medium,In qualification,Within 3 months,32498.0,867.0,107.0,3477286.0,1.50564907535983,0.12341407151095732,1.6022891460328745,0.7206033206563243,28653.02595308713,0.6666666666666666,85.0,2435507.206012406,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,1,1,0
Sustainability,Construction,Forged Components,Certified,Medium,In qualification,Within 3 months,32498.0,867.0,107.0,3477286.0,1.50564907535983,0.12341407151095732,1.6022891460328745,0.7206033206563243,28653.02595308713,0.6666666666666666,85.0,2435507.206012406,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,0
Management,Construction,Forged Components,Certified,Medium,In qualification,Within 3 months,32498.0,867.0,107.0,3477286.0,1.50564907535983,0.12341407151095732,1.6022891460328745,0.7206033206563243,28653.02595308713,0.6666666666666666,85.0,2435507.206012406,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,1,0,0,0
Compliance,Construction,Forged Components,Certified,Medium,In qualification,Within 3 months,32498.0,867.0,107.0,3477286.0,1.50564907535983,0.12341407151095732,1.6022891460328745,0.7206033206563243,28653.02595308713,0.6666666666666666,85.0,2435507.206012406,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,0,0,0
Procurement,Automotive,Wire Rod,In audit,Low,Qualified,Immediate,2244.0,807.0,101.0,226644.0,0.21408653991475984,0.1251548946716233,1.7288595938980031,0.4023802852523049,2976.619568600947,1.0,85.0,253012.6633310805,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,0,1
Sustainability,Automotive,Wire Rod,In audit,Low,Qualified,Immediate,2244.0,807.0,101.0,226644.0,0.21408653991475984,0.1251548946716233,1.7288595938980031,0.4023802852523049,2976.619568600947,1.0,85.0,253012.6633310805,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,1
Management,Automotive,Wire Rod,In audit,Low,Qualified,Immediate,2244.0,807.0,101.0,226644.0,0.21408653991475984,0.1251548946716233,1.7288595938980031,0.4023802852523049,2976.619568600947,1.0,85.0,253012.6633310805,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,0,0,0
Compliance,Automotive,Wire Rod,In audit,Low,Qualified,Immediate,2244.0,807.0,101.0,226644.0,0.21408653991475984,0.1251548946716233,1.7288595938980031,0.4023802852523049,2976.619568600947,1.0,85.0,253012.6633310805,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,0,0,0
Procurement,Construction,Engineering Steel,Pending,Medium,Not qualified,Within 3 months,22304.0,799.0,246.0,5486784.0,3.8706651711074898,0.3078848560700876,1.7917199253755867,0.45330498094535054,29852.006920571985,1.0,85.0,2537420.588248619,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,1,0,1,1,0
Sustainability,Construction,Engineering Steel,Pending,Medium,Not qualified,Within 3 months,22304.0,799.0,246.0,5486784.0,3.8706651711074898,0.3078848560700876,1.7917199253755867,0.45330498094535054,29852.006920571985,1.0,85.0,2537420.588248619,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,0,1,1,1
Management,Construction,Engineering Steel,Pending,Medium,Not qualified,Within 3 months,22304.0,799.0,246.0,5486784.0,3.8706651711074898,0.3078848560700876,1.7917199253755867,0.45330498094535054,29852.006920571985,1.0,85.0,2537420.588248619,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,1,0,0,1,0
Compliance,Construction,Engineering Steel,Pending,Medium,Not qualified,Within 3 months,22304.0,799.0,246.0,5486784.0,3.8706651711074898,0.3078848560700876,1.7917199253755867,0.45330498094535054,29852.006920571985,1.0,85.0,2537420.588248619,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,1,1,1,1
Procurement,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 6 months,30715.0,767.0,140.0,4300100.0,3.8775515724909444,0.18252933507170796,1.9431065636262521,0.5331206788175212,43307.716451900174,0.3333333333333333,85.0,3681155.8984115147,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,0,0,0
Sustainability,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 6 months,30715.0,767.0,140.0,4300100.0,3.8775515724909444,0.18252933507170796,1.9431065636262521,0.5331206788175212,43307.716451900174,0.3333333333333333,85.0,3681155.8984115147,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,1
Management,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 6 months,30715.0,767.0,140.0,4300100.0,3.8775515724909444,0.18252933507170796,1.9431065636262521,0.5331206788175212,43307.716451900174,0.3333333333333333,85.0,3681155.8984115147,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,1,0,0,0
Compliance,Renewable Energy,Wire Rod,Pending,Medium,In qualification,Within 6 months,30715.0,767.0,140.0,4300100.0,3.8775515724909444,0.18252933507170796,1.9431065636262521,0.5331206788175212,43307.716451900174,0.3333333333333333,85.0,3681155.8984115147,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,0,1,0,1
Procurement,Machinery,Wire Rod,Certified,Low,In qualification,Within 12 months,36637.0,895.0,184.0,6741208.0,6.583095219029353,0.20558659217877095,2.0344711732547354,0.6781910295980792,49690.03562314891,0.6666666666666666,85.0,4223653.027967658,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,1,0,1,0
Sustainability,Machinery,Wire Rod,Certified,Low,In qualification,Within 12 months,36637.0,895.0,184.0,6741208.0,6.583095219029353,0.20558659217877095,2.0344711732547354,0.6781910295980792,49690.03562314891,0.6666666666666666,85.0,4223653.027967658,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,1,0
Management,Machinery,Wire Rod,Certified,Low,In qualification,Within 12 months,36637.0,895.0,184.0,6741208.0,6.583095219029353,0.20558659217877095,2.0344711732547354,0.6781910295980792,49690.03562314891,0.6666666666666666,85.0,4223653.027967658,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,0
Compliance,Machinery,Wire Rod,Certified,Low,In qualification,Within 12 months,36637.0,895.0,184.0,6741208.0,6.583095219029353,0.20558659217877095,2.0344711732547354,0.6781910295980792,49690.03562314891,0.6666666666666666,85.0,4223653.027967658,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,0,0,1,1,1
Procurement,Infrastructure,Wire Rod,Certified,High,Qualified,Beyond 12 months,15494.0,808.0,169.0,2618486.0,1.3288110718439743,0.20915841584158415,2.1080731734474414,0.816477798639371,20011.978737276244,0.0,85.0,1701018.1926684808,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,0,0,1
Sustainability,Infrastructure,Wire Rod,Certified,High,Qualified,Beyond 12 months,15494.0,808.0,169.0,2618486.0,1.3288110718439743,0.20915841584158415,2.1080731734474414,0.816477798639371,20011.978737276244,0.0,85.0,1701018.1926684808,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,1,0,0
Management,Infrastructure,Wire Rod,Certified,High,Qualified,Beyond 12 months,15494.0,808.0,169.0,2618486.0,1.3288110718439743,0.20915841584158415,2.1080731734474414,0.816477798639371,20011.978737276244,0.0,85.0,1701018.1926684808,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,0,0
Compliance,Infrastructure,Wire Rod,Certified,High,Qualified,Beyond 12 months,15494.0,808.0,169.0,2618486.0,1.3288110718439743,0.20915841584158415,2.1080731734474414,0.816477798639371,20011.978737276244,0.0,85.0,1701018.1926684808,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,1,0,0,0,1
Procurement,Machinery,Wire Rod,Pending,Medium,In qualification,Within 6 months,18607.0,941.0,84.0,1562988.0,1.126215662948373,0.08926673751328375,1.7284514707278724,0.5918884957664206,21148.027275107735,1.0,85.0,1797582.3183841575,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,1,1
Sustainability,Machinery,Wire Rod,Pending,Medium,In qualification,Within 6 months,18607.0,941.0,84.0,1562988.0,1.126215662948373,0.08926673751328375,1.7284514707278724,0.5918884957664206,21148.027275107735,1.0,85.0,1797582.3183841575,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,1
Management,Machinery,Wire Rod,Pending,Medium,In qualification,Within 6 months,18607.0,941.0,84.0,1562988.0,1.126215662948373,0.08926673751328375,1.7284514707278724,0.5918884957664206,21148.027275107735,1.0,85.0,1797582.3183841575,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,1
Compliance,Machinery,Wire Rod,Pending,Medium,In qualification,Within 6 months,18607.0,941.0,84.0,1562988.0,1.126215662948373,0.08926673751328375,1.7284514707278724,0.5918884957664206,21148.027275107735,1.0,85.0,1797582.3183841575,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,1,0,1,1,0
Procurement,Infrastructure,Engineering Steel,Pending,High,In qualification,Within 12 months,31773.0,741.0,224.0,7117152.0,11.274874849502567,0.30229419703103916,2.1972398966837323,0.8598774104221694,42492.01827598864,0.0,85.0,3611821.5534590343,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,0,1,1,1
Sustainability,Infrastructure,Engineering Steel,Pending,High,In qualification,Within 12 months,31773.0,741.0,224.0,7117152.0,11.274874849502567,0.30229419703103916,2.1972398966837323,0.8598774104221694,42492.01827598864,0.0,85.0,3611821.5534590343,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,1,0,1
Management,Infrastructure,Engineering Steel,Pending,High,In qualification,Within 12 months,31773.0,741.0,224.0,7117152.0,11.274874849502567,0.30229419703103916,2.1972398966837323,0.8598774104221694,42492.01827598864,0.0,85.0,3611821.5534590343,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,0,0,0,0
Compliance,Infrastructure,Engineering Steel,Pending,High,In qualification,Within 12 months,31773.0,741.0,224.0,7117152.0,11.274874849502567,0.30229419703103916,2.1972398966837323,0.8598774104221694,42492.01827598864,0.0,85.0,3611821.5534590343,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,1,0,1,0,0
Procurement,Automotive,Bar Steel,Pending,Medium,Not qualified,Within 12 months,28655.0,691.0,127.0,3639185.0,3.0714880134500535,0.1837916063675832,2.12984818550315,0.5487528923167151,45306.2856262573,0.4,85.0,3851034.2782318704,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,0,0,1,0
Sustainability,Automotive,Bar Steel,Pending,Medium,Not qualified,Within 12 months,28655.0,691.0,127.0,3639185.0,3.0714880134500535,0.1837916063675832,2.12984818550315,0.5487528923167151,45306.2856262573,0.4,85.0,3851034.2782318704,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,0
Management,Automotive,Bar Steel,Pending,Medium,Not qualified,Within 12 months,28655.0,691.0,127.0,3639185.0,3.0714880134500535,0.1837916063675832,2.12984818550315,0.5487528923167151,45306.2856262573,0.4,85.0,3851034.2782318704,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,1,1,0
Compliance,Automotive,Bar Steel,Pending,Medium,Not qualified,Within 12 months,28655.0,691.0,127.0,3639185.0,3.0714880134500535,0.1837916063675832,2.12984818550315,0.5487528923167151,45306.2856262573,0.4,85.0,3851034.2782318704,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,0,0,0
Procurement,Construction,Spring Steel,Certified,Low,In qualification,Beyond 12 months,5427.0,849.0,53.0,287631.0,0.29735633633621217,0.0624263839811543,1.9585091799656333,0.4109825209652941,8398.42717839484,1.0,85.0,713866.3101635615,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,1,1
Sustainability,Construction,Spring Steel,Certified,Low,In qualification,Beyond 12 months,5427.0,849.0,53.0,287631.0,0.29735633633621217,0.0624263839811543,1.9585091799656333,0.4109825209652941,8398.42717839484,1.0,85.0,713866.3101635615,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,1,0,0,1
Management,Construction,Spring Steel,Certified,Low,In qualification,Beyond 12 months,5427.0,849.0,53.0,287631.0,0.29735633633621217,0.0624263839811543,1.9585091799656333,0.4109825209652941,8398.42717839484,1.0,85.0,713866.3101635615,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,0,0,0
Compliance,Construction,Spring Steel,Certified,Low,In qualification,Beyond 12 months,5427.0,849.0,53.0,287631.0,0.29735633633621217,0.0624263839811543,1.9585091799656333,0.4109825209652941,8398.42717839484,1.0,85.0,713866.3101635615,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,1,0,0,0
Procurement,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 6 months,21060.0,792.0,137.0,2885220.0,3.644422437825336,0.17297979797979798,1.937267915766883,0.3177772806201693,34106.47277618979,0.0,85.0,2899050.185976132,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,1,0,0,1
Sustainability,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 6 months,21060.0,792.0,137.0,2885220.0,3.644422437825336,0.17297979797979798,1.937267915766883,0.3177772806201693,34106.47277618979,0.0,85.0,2899050.185976132,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,0,0,1
Management,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 6 months,21060.0,792.0,137.0,2885220.0,3.644422437825336,0.17297979797979798,1.937267915766883,0.3177772806201693,34106.47277618979,0.0,85.0,2899050.185976132,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,0
Compliance,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 6 months,21060.0,792.0,137.0,2885220.0,3.644422437825336,0.17297979797979798,1.937267915766883,0.3177772806201693,34106.47277618979,0.0,85.0,2899050.185976132,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,1,1
Procurement,Automotive,Spring Steel,In audit,Low,Qualified,Immediate,26006.0,886.0,165.0,4290990.0,2.183166631815289,0.18623024830699775,1.7464537302653493,0.3965738197221733,35104.976953585836,0.3333333333333333,85.0,2983923.041054796,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,0,0,0
Sustainability,Automotive,Spring Steel,In audit,Low,Qualified,Immediate,26006.0,886.0,165.0,4290990.0,2.183166631815289,0.18623024830699775,1.7464537302653493,0.3965738197221733,35104.976953585836,0.3333333333333333,85.0,2983923.041054796,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,1,1,1,0
Management,Automotive,Spring Steel,In audit,Low,Qualified,Immediate,26006.0,886.0,165.0,4290990.0,2.183166631815289,0.18623024830699775,1.7464537302653493,0.3965738197221733,35104.976953585836,0.3333333333333333,85.0,2983923.041054796,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,0
Compliance,Automotive,Spring Steel,In audit,Low,Qualified,Immediate,26006.0,886.0,165.0,4290990.0,2.183166631815289,0.18623024830699775,1.7464537302653493,0.3965738197221733,35104.976953585836,0.3333333333333333,85.0,2983923.041054796,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,1,0,0,0,0
Procurement,Infrastructure,Spring Steel,Certified,Medium,In qualification,Within 12 months,17851.0,744.0,207.0,3695157.0,24.70503640411577,0.2782258064516129,2.3024751183021093,0.49626882661564065,32242.588512895152,1.0,85.0,2740620.023596088,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,1,0,0
